transactionid,transactiondate,customerid,productid,storeid,campaignid,totalamount,quantitysold,paymentmethod,salesrepresentative,unit_price
355,2024-03-11,1316,2086,404,2,863.38,1,Debit Card,S. Patel,863.38
356,2025-09-22,1355,2086,403,0,863.38,1,PayPal,D. Williams,863.38
357,2024-02-05,1378,2071,405,2,3842.05,3,Cash,J. Alvarez,1280.6833333333334
358,2024-05-02,1033,2018,403,0,1025.38,1,Credit Card,R. Johnson,1025.38
359,2025-09-24,1365,2119,403,3,970.1,2,Debit Card,S. Patel,485.05
360,2024-08-05,1057,2089,405,0,1230.04,2,Debit Card,K. Nguyen,615.02
361,2024-01-09,1207,2098,404,4,1423.11,3,Apple Pay,D. Williams,474.36999999999995
362,2025-06-23,1246,2013,404,0,5638.52,4,Debit Card,D. Williams,1409.63
364,2025-03-24,1124,2021,405,0,3275.1,2,PayPal,J. Alvarez,1637.55
365,2025-08-21,1032,2022,401,4,4477.35,3,Apple Pay,K. Nguyen,1492.45
367,2024-12-13,1000,2032,404,3,661.89,3,Cash,D. Williams,220.63
369,2024-08-07,1195,2049,403,2,270.04,1,Debit Card,D. Williams,270.04
370,2024-12-14,1035,2021,404,3,6550.2,4,Cash,K. Nguyen,1637.55
371,2025-07-28,1185,2041,405,0,96.91,1,Cash,A. Torres,96.91
372,2025-02-06,1088,2048,403,4,280.71,1,Apple Pay,R. Johnson,280.71
373,2025-01-31,1003,2052,403,0,835.08,4,Apple Pay,J. Alvarez,208.77
374,2024-12-14,1001,2024,403,2,3593.22,3,Debit Card,A. Torres,1197.74
375,2025-03-03,1399,2034,404,2,110.64,1,Cash,D. Williams,110.64
376,2024-12-19,1006,2087,401,4,2896.06,2,Apple Pay,S. Patel,1448.03
377,2024-11-10,1051,2010,401,1,4945.89,3,Debit Card,L. Martinez,1648.63
378,2024-10-30,1046,2024,402,1,1197.74,1,Credit Card,R. Johnson,1197.74
379,2025-05-06,1036,2027,402,1,3136.05,2,Debit Card,J. Alvarez,1568.025
380,2024-11-29,1004,2067,402,0,5362.8,4,PayPal,M. Chen,1340.7
381,2025-06-03,1099,2022,402,0,5969.8,4,Credit Card,A. Torres,1492.45
382,2025-09-29,1023,2053,402,3,366.05,4,Cash,D. Williams,91.5125
383,2024-07-29,1027,2010,404,3,3297.26,2,Debit Card,L. Martinez,1648.63
384,2025-10-24,1057,2060,404,0,1114.54,2,Apple Pay,R. Johnson,557.27
385,2024-12-10,1015,2009,401,0,2148.76,2,Credit Card,R. Johnson,1074.38
386,2024-03-14,1323,2057,403,3,261.53,1,Cash,S. Patel,261.53
387,2024-12-10,1060,2008,402,0,3477.45,3,Cash,K. Nguyen,1159.1499999999999
388,2025-08-12,1055,2052,405,3,417.54,2,Apple Pay,L. Martinez,208.77
390,2024-08-28,1058,2022,404,0,2984.9,2,PayPal,J. Alvarez,1492.45
391,2025-03-24,1286,2056,405,0,177.56,1,Credit Card,L. Martinez,177.56
392,2025-07-26,1156,2099,401,0,1492.65,3,Apple Pay,A. Torres,497.55
393,2024-07-29,1041,2045,402,2,295.21,1,Debit Card,D. Williams,295.21
394,2025-03-19,1281,2028,403,2,4253.46,3,PayPal,A. Torres,1417.82
395,2024-10-19,1062,2063,401,0,2523.8,2,Apple Pay,M. Chen,1261.9
396,2024-12-22,1289,2008,401,0,4636.6,4,Apple Pay,R. Johnson,1159.15
397,2024-05-01,1155,2054,402,1,306.34,3,Credit Card,S. Patel,102.11333333333333
399,2024-10-12,1046,2101,405,2,358.86,1,Credit Card,J. Alvarez,358.86
400,2024-07-20,1154,2036,404,1,467.96,2,Cash,M. Chen,233.98
401,2024-03-29,1021,2081,403,0,4849.52,4,PayPal,A. Torres,1212.38
402,2025-02-17,1334,2088,405,1,1319.19,1,Cash,D. Williams,1319.19
403,2024-02-12,1053,2045,402,1,1180.84,4,Credit Card,R. Johnson,295.21
404,2024-05-30,1025,2081,403,0,3637.14,3,Apple Pay,R. Johnson,1212.3799999999999
405,2024-10-26,1050,2013,404,0,5638.52,4,Credit Card,M. Chen,1409.63
406,2024-06-29,1173,2021,401,3,1637.55,1,Credit Card,L. Martinez,1637.55
407,2024-12-15,1029,2010,402,3,3297.26,2,PayPal,A. Torres,1648.63
408,2024-12-05,1050,2016,403,3,5062.92,4,Credit Card,J. Alvarez,1265.73
409,2025-11-06,1015,2061,402,0,5291.08,4,PayPal,J. Alvarez,1322.77
410,2025-10-16,1015,2030,402,1,284.82,2,Cash,M. Chen,142.41
411,2025-05-17,1154,2084,403,3,2919.27,3,PayPal,J. Alvarez,973.09
412,2025-01-24,1040,2044,403,3,1125.2,4,Cash,J. Alvarez,281.3
414,2024-03-16,1039,2073,402,2,639.37,1,Credit Card,K. Nguyen,639.37
415,2024-12-21,1394,2021,405,4,6550.2,4,Debit Card,L. Martinez,1637.55
416,2024-02-18,1057,2042,401,1,1217.04,6,Debit Card,J. Alvarez,202.84
417,2024-08-14,1138,2077,405,1,2462.25,3,Apple Pay,K. Nguyen,820.75
418,2025-10-05,1111,2016,405,2,1265.73,1,Credit Card,S. Patel,1265.73
420,2025-05-11,1324,2112,401,4,1555.96,4,Apple Pay,R. Johnson,388.99
421,2024-04-21,1075,2082,404,0,4929.44,4,PayPal,L. Martinez,1232.36
422,2024-09-23,1213,2114,401,1,331.33,1,Debit Card,J. Alvarez,331.33
423,2025-05-17,1254,2002,404,3,5875.48,4,Credit Card,S. Patel,1468.87
424,2024-06-05,1023,2055,405,4,668.97,3,Apple Pay,L. Martinez,222.99
425,2025-07-13,1213,2106,404,0,811.52,4,Cash,M. Chen,202.88
426,2025-11-09,1024,2096,404,3,268.4,1,PayPal,K. Nguyen,268.4
428,2024-08-23,1346,2047,401,2,333.45,3,Debit Card,K. Nguyen,111.14999999999999
429,2024-08-19,1253,2070,405,3,2430.3,2,Apple Pay,A. Torres,1215.15
430,2025-09-25,1162,2034,403,3,442.56,4,Cash,A. Torres,110.64
431,2024-04-23,1007,2114,404,4,1325.32,4,PayPal,L. Martinez,331.33
432,2024-12-01,1003,2047,403,3,333.45,3,Apple Pay,A. Torres,111.14999999999999
433,2024-05-09,1055,2068,402,3,3620.48,4,Cash,L. Martinez,905.12
434,2024-02-16,1315,2033,401,4,299.99,1,Cash,K. Nguyen,299.99
435,2024-10-04,1023,2102,403,0,883.2,4,Cash,L. Martinez,220.8
436,2024-06-02,1339,2037,405,1,486.34,2,Apple Pay,J. Alvarez,243.17
437,2025-07-23,1005,2002,404,2,1468.87,1,PayPal,M. Chen,1468.87
438,2024-03-20,1274,2098,401,0,1897.48,4,Cash,L. Martinez,474.37
439,2025-02-20,1045,2045,402,1,514.13,2,Apple Pay,D. Williams,257.065
440,2025-08-07,1003,2007,402,1,1641.08,1,Credit Card,S. Patel,1641.08
441,2025-11-17,1004,2005,402,4,3668.92,2,Credit Card,M. Chen,1834.46
442,2025-10-25,1138,2105,402,4,745.98,3,PayPal,J. Alvarez,248.66
443,2025-06-05,1334,2065,403,2,3661.08,4,Apple Pay,R. Johnson,915.27
444,2024-02-12,1280,2101,402,4,358.86,1,PayPal,S. Patel,358.86
446,2025-09-09,1302,2023,405,0,3377.5,2,Cash,A. Torres,1688.75
447,2024-07-22,1010,2045,404,3,263.5,1,Apple Pay,R. Johnson,263.5
448,2025-01-09,1316,2077,403,0,1641.5,2,Cash,M. Chen,820.75
449,2024-08-21,1010,2029,401,2,1671.76,1,Debit Card,S. Patel,1671.76
450,2025-07-18,1316,2077,403,4,4924.5,6,Apple Pay,D. Williams,820.75
451,2025-08-07,1023,2054,402,4,231.8,2,Credit Card,J. Alvarez,115.9
452,2025-08-14,1235,2051,401,2,581.84,4,Apple Pay,L. Martinez,145.46
453,2025-06-28,1346,2021,404,0,6550.2,4,Debit Card,J. Alvarez,1637.55
454,2024-06-14,1071,2076,402,4,5025.56,4,Apple Pay,R. Johnson,1256.39
455,2024-08-03,1316,2026,403,0,5277.48,4,PayPal,R. Johnson,1319.37
456,2024-07-03,1023,2027,403,1,3423.62,2,Debit Card,D. Williams,1711.81
457,2024-06-06,1099,2064,404,0,2348.26,2,PayPal,D. Williams,1174.13
458,2024-11-12,1036,2068,402,2,3620.48,4,Credit Card,K. Nguyen,905.12
459,2024-08-07,1167,2015,405,0,1449.16,1,Credit Card,D. Williams,1449.16
460,2025-11-20,1129,2022,401,0,4477.35,3,Cash,M. Chen,1492.45
461,2025-04-27,1040,2053,402,1,107.15,1,Apple Pay,K. Nguyen,107.15
462,2024-07-09,1173,2013,404,4,7518.39,6,Credit Card,M. Chen,1253.065
463,2024-10-03,1064,2038,404,2,504.03,3,Credit Card,D. Williams,168.01
464,2024-07-13,1104,2022,402,2,2984.9,2,Cash,R. Johnson,1492.45
465,2024-10-28,1048,2078,403,0,5791.25,5,Apple Pay,J. Alvarez,1158.25
466,2025-11-15,1289,2054,404,2,347.7,3,Debit Card,M. Chen,115.89999999999999
467,2025-06-10,1048,2067,405,0,2681.4,2,Credit Card,D. Williams,1340.7
468,2024-12-16,1055,2031,402,0,348.46,2,Debit Card,R. Johnson,174.23
469,2025-08-24,1040,2089,403,0,1230.04,2,Apple Pay,L. Martinez,615.02
470,2024-09-03,1270,2045,404,2,590.42,2,Cash,D. Williams,295.21
471,2025-06-29,1154,2071,402,1,1419.78,1,Cash,J. Alvarez,1419.78
472,2024-02-03,1075,2069,402,4,7073.9,6,PayPal,A. Torres,1178.9833333333333
473,2024-07-13,1005,2114,403,0,1325.32,4,Apple Pay,J. Alvarez,331.33
474,2025-06-26,1088,2030,401,0,474.63,3,Debit Card,K. Nguyen,158.21
475,2025-03-15,1155,2096,404,0,805.2,3,Apple Pay,L. Martinez,268.40000000000003
476,2025-02-24,1026,2062,403,0,2015.22,3,PayPal,K. Nguyen,671.74
477,2024-12-19,1057,2074,405,4,2743.16,2,PayPal,D. Williams,1371.58
478,2024-07-28,1111,2051,401,0,145.46,1,Cash,S. Patel,145.46
479,2024-12-31,1058,2038,401,3,168.01,1,PayPal,M. Chen,168.01
480,2025-07-08,1381,2041,405,4,515.42,5,Credit Card,M. Chen,103.08399999999999
481,2024-11-20,1207,2024,405,4,3310.33,3,Cash,L. Martinez,1103.4433333333334
482,2024-07-26,1026,2016,403,0,1265.73,1,Credit Card,L. Martinez,1265.73
483,2025-11-08,1060,2020,402,0,1293.42,1,Cash,J. Alvarez,1293.42
484,2025-03-31,1034,2052,405,2,626.31,3,Cash,J. Alvarez,208.76999999999998
485,2024-10-05,1338,2089,404,0,1105.37,2,Cash,A. Torres,552.685
486,2025-01-25,1041,2082,402,0,3697.08,3,PayPal,L. Martinez,1232.36
487,2025-02-02,1037,2072,403,2,1625.58,2,Credit Card,L. Martinez,812.79
488,2025-08-18,1104,2079,402,1,4589.88,4,PayPal,S. Patel,1147.47
489,2024-02-14,1044,2013,404,3,1254.19,1,Cash,L. Martinez,1254.19
490,2025-06-21,1053,2085,402,3,4645.24,4,PayPal,J. Alvarez,1161.31
492,2024-01-03,1071,2074,405,0,5486.32,4,Cash,J. Alvarez,1371.58
493,2024-07-04,1392,2099,404,2,995.1,2,Cash,A. Torres,497.55
494,2024-06-18,1270,2051,401,1,138.16,1,Cash,S. Patel,138.16
495,2024-04-22,1053,2008,405,3,4636.6,4,PayPal,K. Nguyen,1159.15
496,2024-10-27,1060,2012,403,0,683.77,1,Apple Pay,D. Williams,683.77
498,2025-11-16,1060,2103,403,1,1508.04,4,Credit Card,A. Torres,377.01
499,2025-02-23,1114,2077,404,0,739.5,1,Cash,L. Martinez,739.5
500,2024-03-30,1007,2005,402,0,7337.84,4,PayPal,A. Torres,1834.46
501,2025-02-02,1029,2031,401,4,696.92,4,Cash,M. Chen,174.23
502,2024-08-14,1268,2079,401,0,2294.94,2,Apple Pay,D. Williams,1147.47
503,2024-11-12,1202,2062,404,0,623.72,1,Credit Card,A. Torres,623.72
504,2024-12-30,1111,2053,401,4,107.15,1,Debit Card,K. Nguyen,107.15
505,2025-05-02,1048,2002,402,0,2937.74,2,Cash,M. Chen,1468.87
506,2025-09-05,1004,2016,405,0,5062.92,4,Credit Card,K. Nguyen,1265.73
507,2024-09-01,1275,2003,405,3,6966.53,4,Cash,K. Nguyen,1741.6325
508,2024-03-23,1201,2027,401,0,6284.11,4,Credit Card,S. Patel,1571.0275
509,2024-07-30,1346,2100,404,3,561.87,3,Apple Pay,M. Chen,187.29
510,2025-08-03,1026,2072,403,0,2438.37,3,PayPal,D. Williams,812.79
511,2024-02-01,1368,2009,401,1,2148.76,2,Credit Card,R. Johnson,1074.38
512,2025-07-17,1057,2026,402,2,2638.74,2,Apple Pay,K. Nguyen,1319.37
513,2024-12-19,1334,2005,405,0,1834.46,1,Apple Pay,J. Alvarez,1834.46
514,2025-05-02,1183,2003,402,0,5906.28,3,Credit Card,R. Johnson,1968.76
515,2025-07-31,1034,2010,405,1,3297.26,2,PayPal,S. Patel,1648.63
516,2024-05-27,1044,2046,402,4,198.58,1,PayPal,S. Patel,198.58
517,2024-05-27,1254,2035,403,3,744.16,4,Cash,K. Nguyen,186.04
518,2024-05-28,1073,2039,401,2,581.49,4,Credit Card,L. Martinez,145.3725
519,2024-07-06,1022,2037,402,0,972.68,4,Credit Card,D. Williams,243.17
520,2024-03-08,1023,2057,402,3,1144.64,4,Credit Card,L. Martinez,286.16
521,2025-05-05,1068,2014,405,4,2848.03,3,Debit Card,K. Nguyen,949.3433333333334
522,2024-10-25,1000,2055,402,0,668.97,3,Debit Card,D. Williams,222.99
523,2024-05-02,1068,2107,402,4,654.68,4,Cash,J. Alvarez,163.67
524,2024-03-10,1289,2019,404,2,4957.68,3,Credit Card,D. Williams,1652.5600000000002
525,2025-07-16,1392,2039,404,4,168.03,1,Cash,A. Torres,168.03
526,2024-11-25,1201,2057,402,1,286.16,1,PayPal,J. Alvarez,286.16
527,2024-08-04,1162,2050,404,0,478.44,2,Debit Card,L. Martinez,239.22
528,2024-10-29,1036,2081,405,0,4849.52,4,Debit Card,M. Chen,1212.38
529,2025-01-27,1104,2009,405,0,3223.14,3,Credit Card,M. Chen,1074.3799999999999
530,2024-03-09,1051,2023,403,3,1827.97,1,Debit Card,R. Johnson,1827.97
531,2024-01-29,1383,2012,401,2,683.77,1,Credit Card,J. Alvarez,683.77
533,2024-08-02,1015,2015,403,4,2593.88,2,PayPal,M. Chen,1296.94
534,2024-11-30,1158,2019,405,1,6610.24,4,Cash,R. Johnson,1652.56
535,2024-10-06,1015,2011,403,4,3939.2,4,PayPal,S. Patel,984.8
536,2024-01-17,1270,2111,401,4,399.58,2,Debit Card,L. Martinez,199.79
537,2024-04-27,1048,2024,402,4,4790.96,4,Apple Pay,D. Williams,1197.74
538,2024-10-01,1034,2024,402,3,3593.22,3,Apple Pay,L. Martinez,1197.74
539,2024-01-04,1025,2028,401,0,1417.82,1,Credit Card,A. Torres,1417.82
540,2024-06-08,1043,2045,405,0,590.42,2,Cash,L. Martinez,295.21
541,2024-04-26,1114,2045,401,4,590.42,2,Debit Card,S. Patel,295.21
542,2024-09-15,1033,2061,403,2,2508.48,2,PayPal,J. Alvarez,1254.24
543,2025-09-02,1154,2068,403,3,905.12,1,Credit Card,A. Torres,905.12
544,2025-02-21,1023,2096,402,3,504.32,2,Cash,S. Patel,252.16
545,2025-10-23,1254,2071,403,0,5679.12,4,Cash,R. Johnson,1419.78
546,2024-04-15,1179,2015,402,0,4347.48,3,Debit Card,J. Alvarez,1449.1599999999999
547,2025-04-15,1259,2038,404,1,168.01,1,Cash,M. Chen,168.01
548,2025-05-11,1201,2084,404,0,973.09,1,Credit Card,J. Alvarez,973.09
549,2025-05-02,1216,2056,404,1,355.12,2,Apple Pay,R. Johnson,177.56
550,2025-02-06,1106,2065,405,0,1830.54,2,Cash,D. Williams,915.27
551,2024-05-03,1395,2065,401,0,2745.81,3,PayPal,L. Martinez,915.27
552,2025-06-03,1074,2090,402,0,400.26,1,Apple Pay,J. Alvarez,400.26
553,2025-07-25,1390,2103,401,1,821.36,2,Debit Card,R. Johnson,410.68
555,2025-07-23,1004,2085,402,2,2322.62,2,Cash,D. Williams,1161.31
556,2024-12-01,1015,2109,403,1,346.34,1,PayPal,L. Martinez,346.34
557,2025-04-25,1010,2044,403,4,843.9,3,PayPal,K. Nguyen,281.3
558,2025-09-04,1124,2005,401,0,5503.38,3,PayPal,K. Nguyen,1834.46
559,2025-01-03,1046,2098,403,2,1423.11,3,Cash,K. Nguyen,474.36999999999995
561,2024-04-06,1003,2021,405,3,4912.65,3,Credit Card,S. Patel,1637.55
562,2025-07-25,1032,2013,403,0,3640.22,3,Apple Pay,A. Torres,1213.4066666666665
563,2025-06-25,1007,2119,405,0,485.05,1,Credit Card,D. Williams,485.05
564,2025-07-14,1055,2085,405,2,4645.24,4,Credit Card,L. Martinez,1161.31
565,2025-11-28,1075,2047,403,1,444.6,4,PayPal,K. Nguyen,111.15
566,2025-05-22,1046,2013,405,0,1409.63,1,Apple Pay,K. Nguyen,1409.63
567,2025-03-03,1027,2052,401,1,386.84,2,Credit Card,J. Alvarez,193.42
568,2024-03-04,1090,2029,405,2,6687.04,4,Apple Pay,M. Chen,1671.76
569,2025-11-04,1025,2039,403,1,672.12,4,Credit Card,M. Chen,168.03
570,2025-05-12,1155,2011,402,0,3939.2,4,Credit Card,M. Chen,984.8
571,2024-12-04,1387,2065,404,2,802.29,1,Cash,J. Alvarez,802.29
572,2025-01-27,1037,2029,405,0,1671.76,1,Debit Card,M. Chen,1671.76
573,2024-03-19,1025,2008,403,0,4636.6,4,PayPal,K. Nguyen,1159.15
574,2025-08-08,1161,2014,401,3,4200.4,4,Cash,K. Nguyen,1050.1
575,2025-06-24,1345,2092,402,0,334.77,1,PayPal,A. Torres,334.77
576,2024-03-03,1053,2010,404,3,4945.89,3,PayPal,K. Nguyen,1648.63
577,2024-04-30,1154,2062,405,0,601.96,1,PayPal,K. Nguyen,601.96
578,2024-12-09,1316,2088,402,4,3957.57,3,Debit Card,J. Alvarez,1319.19
579,2025-11-24,1009,2059,401,0,331.96,3,Apple Pay,J. Alvarez,110.65333333333332
580,2025-04-16,1006,2009,401,0,1010.0,1,Credit Card,S. Patel,1010.0
581,2024-11-10,1394,2036,403,0,655.16,3,PayPal,A. Torres,218.38666666666666
582,2024-04-15,1395,2089,401,2,615.02,1,Credit Card,M. Chen,615.02
583,2025-06-06,1099,2109,404,3,692.68,2,Cash,D. Williams,346.34
584,2024-08-26,1057,2011,401,0,1969.6,2,Debit Card,M. Chen,984.8
585,2025-05-25,1289,2056,404,0,498.84,3,Cash,R. Johnson,166.28
586,2024-05-02,1122,2051,405,3,290.92,2,Credit Card,L. Martinez,145.46
587,2025-11-07,1395,2085,404,4,2322.62,2,Credit Card,R. Johnson,1161.31
588,2025-03-19,1227,2055,403,2,222.99,1,Cash,D. Williams,222.99
589,2024-06-25,1068,2002,404,0,2595.59,2,PayPal,R. Johnson,1297.795
590,2025-11-05,1193,2051,405,3,249.98,2,Debit Card,R. Johnson,124.99
591,2025-08-14,1062,2029,403,0,5015.28,3,Cash,A. Torres,1671.76
592,2024-03-03,1207,2046,403,3,595.74,3,Debit Card,R. Johnson,198.58
593,2024-04-01,1029,2002,403,3,2787.19,2,Apple Pay,L. Martinez,1393.595
594,2024-07-08,1111,2060,405,0,2229.08,4,Cash,D. Williams,557.27
596,2025-11-25,1111,2014,402,2,1050.1,1,PayPal,M. Chen,1050.1
597,2025-06-25,1004,2017,405,0,2611.76,4,Apple Pay,K. Nguyen,652.94
598,2025-10-14,1044,2020,405,0,1293.42,1,Cash,S. Patel,1293.42
599,2024-12-04,1005,2117,402,1,348.16,2,Cash,R. Johnson,174.08
601,2025-04-13,1009,2073,402,4,727.71,1,Cash,M. Chen,727.71
603,2025-11-27,1005,2048,404,2,1122.84,4,Debit Card,K. Nguyen,280.71
604,2024-04-09,1001,2002,403,1,5875.48,4,PayPal,L. Martinez,1468.87
605,2025-08-16,1048,2024,401,1,2231.76,2,PayPal,R. Johnson,1115.88
606,2025-01-13,1001,2090,403,0,1200.78,3,Apple Pay,M. Chen,400.26
607,2024-03-05,1022,2041,405,4,437.96,4,Debit Card,D. Williams,109.49
608,2025-01-31,1051,2018,405,3,4101.52,4,PayPal,K. Nguyen,1025.38
609,2025-03-01,1043,2059,401,3,124.04,1,Apple Pay,D. Williams,124.04
610,2024-12-06,1009,2071,405,1,1419.78,1,PayPal,L. Martinez,1419.78
611,2024-11-29,1016,2015,405,0,2692.93,2,Credit Card,M. Chen,1346.465
612,2024-04-09,1031,2021,403,2,4912.65,3,PayPal,L. Martinez,1637.55
613,2024-07-04,1106,2084,402,4,3892.36,4,Debit Card,R. Johnson,973.09
614,2024-07-26,1008,2060,401,0,557.27,1,Credit Card,A. Torres,557.27
615,2024-12-01,1001,2002,403,1,1468.87,1,Cash,J. Alvarez,1468.87
616,2024-06-14,1030,2095,402,0,226.87,1,PayPal,J. Alvarez,226.87
617,2025-10-06,1058,2029,404,0,5015.28,3,Credit Card,J. Alvarez,1671.76
618,2025-09-16,1051,2011,405,3,984.8,1,Cash,S. Patel,984.8
619,2024-08-24,1085,2045,403,1,295.21,1,Debit Card,A. Torres,295.21
620,2025-06-07,1000,2019,403,4,1652.56,1,Apple Pay,A. Torres,1652.56
621,2025-08-24,1039,2009,403,2,1074.38,1,Credit Card,M. Chen,1074.38
622,2025-10-14,1052,2086,405,0,1726.76,2,Debit Card,D. Williams,863.38
624,2024-12-14,1042,2060,401,4,1114.54,2,Debit Card,M. Chen,557.27
625,2024-05-20,1154,2091,404,0,902.42,2,Cash,R. Johnson,451.21
626,2024-03-12,1022,2107,404,4,139.24,1,Cash,J. Alvarez,139.24
628,2024-05-08,1113,2070,403,2,1215.15,1,PayPal,K. Nguyen,1215.15
629,2024-12-13,1042,2038,405,0,168.01,1,Apple Pay,D. Williams,168.01
630,2025-01-15,1302,2004,401,1,1315.49,1,Cash,D. Williams,1315.49
631,2024-07-01,1068,2032,405,4,482.88,2,Apple Pay,R. Johnson,241.44
632,2025-02-09,1270,2068,405,4,905.12,1,Debit Card,D. Williams,905.12
633,2024-12-11,1075,2060,404,0,2229.08,4,Debit Card,D. Williams,557.27
634,2025-05-19,1029,2011,404,2,2954.4,3,PayPal,A. Torres,984.8000000000001
635,2024-11-09,1306,2007,404,4,4923.24,3,Cash,L. Martinez,1641.08
636,2025-06-09,1018,2010,405,3,3297.26,2,Cash,M. Chen,1648.63
637,2024-04-24,1030,2054,404,3,231.8,2,Debit Card,D. Williams,115.9
638,2024-05-01,1033,2021,404,0,4912.65,3,Debit Card,S. Patel,1637.55
639,2025-11-20,1173,2054,404,0,231.8,2,PayPal,L. Martinez,115.9
640,2025-08-31,1045,2014,405,0,3150.3,3,Credit Card,K. Nguyen,1050.1000000000001
641,2025-07-08,1064,2078,405,4,2995.49,3,Apple Pay,L. Martinez,998.4966666666666
642,2025-01-31,1111,2002,404,2,2937.74,2,Cash,A. Torres,1468.87
643,2024-10-01,1051,2109,401,3,692.68,2,PayPal,S. Patel,346.34
644,2024-12-14,1068,2107,403,1,491.01,3,Debit Card,S. Patel,163.67
645,2025-03-08,1068,2088,401,0,5276.76,4,PayPal,R. Johnson,1319.19
646,2025-06-14,1035,2055,404,1,891.96,4,Debit Card,S. Patel,222.99
647,2025-11-27,1022,2037,404,1,243.17,1,Credit Card,S. Patel,243.17
648,2024-07-10,1154,2032,404,0,724.32,3,PayPal,L. Martinez,241.44000000000003
649,2025-06-27,1114,2021,401,2,2902.98,2,Credit Card,R. Johnson,1451.49
650,2024-11-11,1062,2018,403,0,1025.38,1,PayPal,S. Patel,1025.38
651,2025-03-16,1044,2082,404,0,2238.39,2,Cash,J. Alvarez,1119.195
652,2024-11-25,1062,2011,405,1,2954.4,3,Cash,K. Nguyen,984.8000000000001
654,2025-05-02,1073,2079,402,0,2294.94,2,PayPal,J. Alvarez,1147.47
655,2024-12-28,1023,2074,404,3,5147.58,4,Credit Card,M. Chen,1286.895
656,2024-09-11,1395,2004,402,4,4770.02,4,Debit Card,M. Chen,1192.505
657,2024-06-25,1106,2061,403,4,2645.54,2,PayPal,D. Williams,1322.77
658,2024-07-09,1155,2019,404,4,4957.68,3,PayPal,K. Nguyen,1652.5600000000002
659,2024-06-08,1008,2059,402,4,372.12,3,Apple Pay,A. Torres,124.04
660,2024-02-07,1071,2067,403,1,2681.4,2,Debit Card,R. Johnson,1340.7
661,2024-10-20,1018,2111,405,4,436.04,2,PayPal,D. Williams,218.02
663,2024-09-19,1155,2049,402,0,1350.2,5,Cash,D. Williams,270.04
664,2024-06-05,1016,2103,401,1,821.36,2,Credit Card,R. Johnson,410.68
666,2024-12-28,1395,2113,403,0,969.21,3,Apple Pay,S. Patel,323.07
667,2024-09-18,1037,2032,401,0,482.88,2,Apple Pay,M. Chen,241.44
668,2025-03-08,1006,2014,401,0,1050.1,1,PayPal,S. Patel,1050.1
670,2025-10-21,1124,2100,404,4,187.29,1,Credit Card,M. Chen,187.29
671,2024-07-28,1211,2114,403,0,662.66,2,Credit Card,R. Johnson,331.33
672,2025-08-31,1025,2011,402,3,3939.2,4,Cash,J. Alvarez,984.8
673,2025-04-20,1395,2004,403,1,1315.49,1,PayPal,S. Patel,1315.49
674,2025-10-30,1111,2000,401,4,4310.12,4,Apple Pay,D. Williams,1077.53
675,2025-06-15,1270,2039,404,0,672.12,4,Credit Card,K. Nguyen,168.03
677,2024-03-22,1008,2112,403,0,777.98,2,Apple Pay,L. Martinez,388.99
678,2025-05-30,1062,2004,404,1,4477.56,4,Cash,L. Martinez,1119.39
679,2025-08-28,1289,2007,404,3,1641.08,1,Debit Card,K. Nguyen,1641.08
680,2025-06-12,1111,2024,401,2,2395.48,2,PayPal,M. Chen,1197.74
681,2024-10-23,1289,2112,404,0,1166.97,3,Debit Card,D. Williams,388.99
682,2025-08-04,1397,2045,401,0,885.63,3,PayPal,S. Patel,295.21
683,2024-04-13,1021,2027,403,1,6847.24,4,Debit Card,J. Alvarez,1711.81
684,2024-04-10,1073,2023,404,0,1827.97,1,Debit Card,A. Torres,1827.97
685,2024-12-19,1006,2043,402,0,102.58,1,PayPal,S. Patel,102.58
686,2024-04-18,1058,2023,404,2,1827.97,1,Credit Card,S. Patel,1827.97
687,2024-02-21,1395,2029,402,3,1671.76,1,Credit Card,K. Nguyen,1671.76
688,2024-04-17,1334,2000,402,2,3232.59,3,Debit Card,J. Alvarez,1077.53
689,2024-10-25,1073,2074,401,4,5486.32,4,Apple Pay,D. Williams,1371.58
690,2025-11-28,1015,2028,401,1,2835.64,2,Apple Pay,S. Patel,1417.82
691,2024-05-24,1019,2035,405,0,744.16,4,PayPal,D. Williams,186.04
692,2024-12-09,1016,2006,403,0,1865.57,1,Debit Card,J. Alvarez,1865.57
693,2024-07-17,1060,2060,402,2,1671.81,3,Debit Card,A. Torres,557.27
694,2024-06-27,1202,2020,404,4,1293.42,1,Debit Card,M. Chen,1293.42
695,2024-02-21,1045,2038,403,0,293.16,2,Apple Pay,J. Alvarez,146.58
696,2024-12-02,1202,2080,402,1,1632.52,2,Apple Pay,K. Nguyen,816.26
697,2024-06-09,1048,2008,403,3,2013.18,2,Apple Pay,A. Torres,1006.59
698,2025-08-12,1201,2080,401,4,2961.15,4,PayPal,A. Torres,740.2875
699,2024-10-23,1207,2067,403,0,4699.02,4,Cash,D. Williams,1174.755
701,2024-11-18,1044,2011,401,2,3630.05,4,Cash,R. Johnson,907.5125
702,2025-03-08,1372,2047,403,2,99.42,1,Cash,A. Torres,99.42
703,2024-05-24,1234,2092,402,4,1099.02,3,Apple Pay,K. Nguyen,366.34
704,2025-11-15,1209,2032,404,2,482.88,2,Apple Pay,D. Williams,241.44
706,2024-05-06,1044,2055,401,0,445.98,2,Cash,L. Martinez,222.99
